,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_Precision,split1_test_Precision,split2_test_Precision,split3_test_Precision,split4_test_Precision,mean_test_Precision,std_test_Precision,rank_test_Precision,split0_test_Recall,split1_test_Recall,split2_test_Recall,split3_test_Recall,split4_test_Recall,mean_test_Recall,std_test_Recall,rank_test_Recall,split0_test_F1,split1_test_F1,split2_test_F1,split3_test_F1,split4_test_F1,mean_test_F1,std_test_F1,rank_test_F1
0,0.07647242546081542,0.0005663787099613642,0.012540483474731445,0.00015149511999119707,gini,5,2,50,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 50}",0.5084745762711864,0.54,0.5853658536585366,0.5609756097560976,0.4406779661016949,0.5272602267380169,0.049938007917098216,4,0.46875,0.421875,0.375,0.36507936507936506,0.4126984126984127,0.40880216333845365,0.03700401356391588,93,0.4878048780487804,0.4736842105263158,0.45714285714285713,0.4423076923076923,0.4262295081967213,0.45757616552092356,0.02184113636442334,47
1,0.150980806350708,0.00037343801531796036,0.021984434127807616,0.00010048449070395588,gini,5,2,100,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 100}",0.5423728813559322,0.5192307692307693,0.5348837209302325,0.46511627906976744,0.48148148148148145,0.5088340349920575,0.03019328193427744,17,0.5,0.421875,0.359375,0.31746031746031744,0.4126984126984127,0.4025103320898252,0.06177652323366572,105,0.5203252032520326,0.46551724137931033,0.42990654205607476,0.3773584905660377,0.4444444444444444,0.4477353239207434,0.04659958167851364,84
2,0.3015590667724609,0.0010401112927585702,0.04098267555236816,0.0007779928040243182,gini,5,2,200,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 200}",0.5245901639344263,0.5384615384615384,0.4888888888888889,0.4722222222222222,0.47368421052631576,0.49973294513498806,0.02709708856596544,35,0.5,0.4375,0.34375,0.2698412698412698,0.42857142857142855,0.39621964377148705,0.08022760075661646,111,0.512,0.4827586206896552,0.40366972477064217,0.34343434343434337,0.45,0.4386284847286164,0.05951813146271059,111
3,0.07670636177062988,0.0006746111798107847,0.012572479248046876,0.00017996351106276518,gini,5,3,50,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 3, 'n_estimators': 50}",0.532258064516129,0.48936170212765956,0.5111111111111111,0.4090909090909091,0.4716981132075472,0.48296394602518083,0.04199007478926074,67,0.515625,0.359375,0.359375,0.2857142857142857,0.3968253968253968,0.3836416959256821,0.07534614473149166,120,0.5238095238095237,0.41441441441441446,0.4220183486238532,0.33644859813084116,0.43103448275862066,0.4258019308937039,0.05957674687067357,119
4,0.15114145278930663,0.0010575696653049708,0.02215232849121094,0.0003302597909985708,gini,5,3,100,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 3, 'n_estimators': 100}",0.543859649122807,0.5217391304347826,0.5217391304347826,0.5,0.45,0.5076670755898629,0.031841840470960316,20,0.484375,0.375,0.375,0.36507936507936506,0.42857142857142855,0.40565910503986546,0.04533751408385518,96,0.5123966942148761,0.43636363636363634,0.43636363636363634,0.4220183486238532,0.4390243902439024,0.4493483148745959,0.03220075274629868,77
5,0.30010294914245605,0.0005541007816019176,0.04053454399108887,0.0009118656903863249,gini,5,3,200,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 3, 'n_estimators': 200}",0.55,0.5098039215686274,0.5434782608695652,0.5,0.48148148148148145,0.5171137895706825,0.026036161714518145,9,0.515625,0.40625,0.390625,0.30158730158730157,0.4126984126984127,0.40565339038841336,0.06808050300343137,100,0.5322580645161291,0.45217391304347826,0.45454545454545453,0.3762376237623762,0.4444444444444444,0.4521874506980691,0.04945888054260685,68
6,0.07665414810180664,0.0005483945215381595,0.012579822540283203,0.00011516309405397154,gini,5,5,50,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 50}",0.5344827586206896,0.5416666666666666,0.5208333333333334,0.4634146341463415,0.47368421052631576,0.5070514475300816,0.032073403307848664,23,0.484375,0.40625,0.390625,0.30158730158730157,0.42857142857142855,0.4025103320898252,0.059436868251273936,105,0.5081967213114754,0.46428571428571425,0.44642857142857145,0.36538461538461536,0.45,0.44709978080643636,0.04621159157774098,87
7,0.15262227058410643,0.0018327322765288212,0.02226572036743164,0.00016385753914744297,gini,5,5,100,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.5689655172413793,0.5306122448979592,0.5263157894736842,0.4888888888888889,0.4909090909090909,0.5213302529266443,0.02951072216082812,7,0.515625,0.40625,0.3125,0.3492063492063492,0.42857142857142855,0.40251376088069635,0.07003899689304062,102,0.5409836065573771,0.46017699115044247,0.39215686274509803,0.4074074074074074,0.4576271186440678,0.4517880816896659,0.052227451899582104,69
8,0.3018017292022705,0.003435461821982037,0.040892410278320315,0.0005609951858137059,gini,5,5,200,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 200}",0.5333333333333333,0.5319148936170213,0.5416666666666666,0.4883720930232558,0.47368421052631576,0.5139955671608671,0.027313938575285218,12,0.5,0.390625,0.40625,0.3333333333333333,0.42857142857142855,0.4119452216370419,0.0541996681063041,89,0.5161290322580646,0.45045045045045046,0.46428571428571425,0.39622641509433965,0.45,0.45561681774717955,0.03824307239516516,54
9,0.07711663246154785,0.0011119232623123083,0.01274876594543457,0.00025157719691511454,gini,5,7,50,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 7, 'n_estimators': 50}",0.5178571428571429,0.5416666666666666,0.5217391304347826,0.46511627906976744,0.4666666666666667,0.5028347851529578,0.031014376888955864,29,0.453125,0.40625,0.375,0.31746031746031744,0.4444444444444444,0.3993684167215273,0.049422396661682966,107,0.48333333333333334,0.46428571428571425,0.43636363636363634,0.3773584905660377,0.45528455284552843,0.44349106636224833,0.03620596550535718,98
