,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_Precision,split1_test_Precision,split2_test_Precision,split3_test_Precision,split4_test_Precision,mean_test_Precision,std_test_Precision,rank_test_Precision,split0_test_Recall,split1_test_Recall,split2_test_Recall,split3_test_Recall,split4_test_Recall,mean_test_Recall,std_test_Recall,rank_test_Recall,split0_test_F1,split1_test_F1,split2_test_F1,split3_test_F1,split4_test_F1,mean_test_F1,std_test_F1,rank_test_F1
0,0.10372657775878906,0.0005298932255128506,0.016911888122558595,0.00014329964987869857,gini,5,2,50,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 50}",0.7136752136752137,0.7058823529411765,0.708779443254818,0.7105831533477321,0.703862660944206,0.7085606029201729,0.0034510850173313707,109,0.9794721407624634,0.9529411764705882,0.9735294117647059,0.9676470588235294,0.9647058823529412,0.9676652106843969,0.008939982195143142,17,0.8257107540173053,0.8110137672090113,0.8203221809169765,0.8194271481942714,0.813895781637717,0.8180787885236076,0.005149634932940285,24
1,0.20378708839416504,0.000644703993820799,0.029699993133544923,0.000176960520478435,gini,5,2,100,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 100}",0.7115384615384616,0.7086956521739131,0.7094017094017094,0.7105831533477321,0.7044967880085653,0.7089460507021133,0.002426522524320436,106,0.9765395894428153,0.9588235294117647,0.9764705882352941,0.9676470588235294,0.9676470588235294,0.9694292244250077,0.006619193036979783,11,0.8232385661310259,0.8150000000000001,0.8217821782178217,0.8194271481942714,0.8153655514250309,0.8189659287173774,0.003319687115357342,8
2,0.4044983386993408,0.002425187945687014,0.05553288459777832,0.0002423262511566474,gini,5,2,200,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 200}",0.7130620985010707,0.7096069868995634,0.7109207708779444,0.712742980561555,0.702355460385439,0.7097420654690303,0.0038963585815393886,98,0.9765395894428153,0.9558823529411765,0.9764705882352941,0.9705882352941176,0.9647058823529412,0.9688421994915776,0.007818493707048171,12,0.8242574257425743,0.8145363408521303,0.8228004956629491,0.821917808219178,0.8128872366790582,0.8192845405213276,0.004636015495731632,4
3,0.10474042892456055,0.0010478542976580338,0.016680526733398437,0.00019327012969419107,gini,5,3,50,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 3, 'n_estimators': 50}",0.7207792207792207,0.7065217391304348,0.7103004291845494,0.7060085836909872,0.7021276595744681,0.7091552020115226,0.006369119971796693,104,0.9765395894428153,0.9558823529411765,0.9735294117647059,0.9676470588235294,0.9705882352941176,0.9688397787702024,0.007124184258917803,14,0.8293897882938979,0.8125000000000001,0.8213399503722084,0.8163771712158809,0.8148148148148149,0.8188903428708332,0.006003232877257674,9
4,0.2024998188018799,0.001992319570722272,0.029796791076660157,0.0002593113683190901,gini,5,3,100,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 3, 'n_estimators': 100}",0.7100213219616205,0.706140350877193,0.7078891257995735,0.7158351409978309,0.7014925373134329,0.7082792051778513,0.004707957748842321,111,0.9765395894428153,0.9470588235294117,0.9764705882352941,0.9705882352941176,0.9676470588235294,0.9676645185426547,0.010859271702350294,18,0.8222222222222223,0.8090452261306532,0.8207663782447465,0.8239700374531835,0.8133498145859085,0.8178743869239009,0.005706958026877594,26
5,0.40500454902648925,0.0021113831460746937,0.05543274879455566,0.0006880849975137651,gini,5,3,200,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 3, 'n_estimators': 200}",0.7091295116772823,0.7070484581497798,0.708779443254818,0.7136659436008677,0.7044967880085653,0.7086259354089083,0.003006079467478771,108,0.9794721407624634,0.9441176470588235,0.9735294117647059,0.9676470588235294,0.9676470588235294,0.9664875297354741,0.012013600957021005,21,0.8226600985221675,0.8085642317380353,0.8203221809169765,0.8214731585518102,0.8153655514250309,0.8176800461020374,0.005189691050121729,29
6,0.10412983894348145,0.0011002446848994165,0.01692476272583008,0.0005381716198123789,gini,5,5,50,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 50}",0.7133757961783439,0.7067833698030634,0.7068965517241379,0.7121212121212122,0.7084233261339092,0.7095220892456494,0.0027289515311878228,99,0.9853372434017595,0.95,0.9647058823529412,0.9676470588235294,0.9647058823529412,0.9664877036582707,0.011274466258361862,20,0.8275862068965518,0.8105395232120451,0.8159203980099502,0.8204488778054864,0.8169364881693648,0.818290681418979,0.005635089357184471,17
7,0.20382018089294435,0.0018330181752816137,0.029565715789794923,0.00039956719260906263,gini,5,5,100,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.7121535181236673,0.7045951859956237,0.7118279569892473,0.717391304347826,0.7036247334754797,0.7099220495742898,0.005145133937113945,97,0.9794721407624634,0.9470588235294117,0.9735294117647059,0.9705882352941176,0.9705882352941176,0.9682510252571396,0.01108203189141373,16,0.8246913580246914,0.808030112923463,0.822360248447205,0.825,0.815822002472188,0.8191843943140661,0.006480690986579582,5
8,0.4096022129058838,0.002885300687695611,0.056500482559204104,0.0009332616417300383,gini,5,5,200,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 200}",0.7145922746781116,0.7043478260869566,0.7063829787234043,0.7105831533477321,0.7029914529914529,0.7077843111662256,0.004265551244713141,114,0.9765395894428153,0.9529411764705882,0.9764705882352941,0.9676470588235294,0.9676470588235294,0.9682527538367723,0.008620013059298756,15,0.8252788104089219,0.8099999999999999,0.8197530864197531,0.8194271481942714,0.8143564356435643,0.8177675909377323,0.005199583346600796,27
9,0.1063258171081543,0.00157935857743854,0.0168973445892334,0.00023837373311749204,gini,5,7,50,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 7, 'n_estimators': 50}",0.708779443254818,0.7074235807860262,0.7096774193548387,0.7177242888402626,0.7066381156316917,0.7100494507783106,0.003979101415097138,96,0.9706744868035191,0.9529411764705882,0.9705882352941176,0.9647058823529412,0.9705882352941176,0.9658996387375052,0.00687187787322217,22,0.8193069306930693,0.81203007518797,0.8198757763975156,0.8230865746549562,0.8178438661710037,0.8184292467050684,0.0036289510164244808,15
